ID,ConsentID or Water Group,IgnoreReasonID,Comment,CreatedBy,StartDate,EndDate
759,CRC051668.1,Complicated Allocation,Bulk Import 25/01/777,CH\KatieSi,25/01/2019,30/06/2019
760,CRC051682.1,Consents with Associated WAPS,Bulk Import 25/01/778,CH\KatieSi,25/01/2019,30/06/2019
761,CRC051758,Complicated Allocation,Bulk Import 25/01/779,CH\KatieSi,25/01/2019,30/06/2019
762,CRC051766,Associated Permits Confirmed,Bulk Import 25/01/780,CH\KatieSi,25/01/2019,30/06/2019
763,CRC051892.1,Consents with Associated WAPS,Bulk Import 25/01/781,CH\KatieSi,25/01/2019,30/06/2019
764,CRC051961,Consents with Associated WAPS,Bulk Import 25/01/782,CH\KatieSi,25/01/2019,30/06/2019
765,CRC052015.1,Consents with Associated WAPS,Bulk Import 25/01/783,CH\KatieSi,25/01/2019,30/06/2019
766,CRC052052,Consents with Associated WAPS,Bulk Import 25/01/784,CH\KatieSi,25/01/2019,30/06/2019
767,CRC052056.5,Associated Permits Confirmed,Bulk Import 25/01/785,CH\KatieSi,25/01/2019,30/06/2019
768,CRC052090.1,Associated Permits Confirmed,Bulk Import 25/01/786,CH\KatieSi,25/01/2019,30/06/2019
769,CRC052097.3,Consents with Associated WAPS,Bulk Import 25/01/787,CH\KatieSi,25/01/2019,30/06/2019
770,CRC052153.1,Associated Permits Assumed,Bulk Import 25/01/788,CH\KatieSi,25/01/2019,30/06/2019
771,CRC052157.1,Regionally Significant,Bulk Import 25/01/789,CH\KatieSi,25/01/2019,30/06/2019
772,CRC052214.1,Complicated Allocation,Bulk Import 25/01/790,CH\KatieSi,25/01/2019,30/06/2019
773,CRC052262,Complicated Allocation,Bulk Import 25/01/791,CH\KatieSi,25/01/2019,30/06/2019
774,CRC052359.1,Complicated Allocation,Bulk Import 25/01/792,CH\KatieSi,25/01/2019,30/06/2019
775,CRC052437,Under 5l/s,Bulk Import 25/01/793,CH\KatieSi,25/01/2019,30/06/2019
776,CRC052470,Complicated Allocation,Bulk Import 25/01/794,CH\KatieSi,25/01/2019,30/06/2019
777,CRC052500,Under 5l/s,Bulk Import 25/01/795,CH\KatieSi,25/01/2019,30/06/2019
778,CRC052582.2,Complicated Allocation,Bulk Import 25/01/796,CH\KatieSi,25/01/2019,30/06/2019
779,CRC052599,Associated Permits Assumed,Bulk Import 25/01/797,CH\KatieSi,25/01/2019,30/06/2019
780,CRC052628,Regionally Significant,Bulk Import 25/01/798,CH\KatieSi,25/01/2019,30/06/2019
781,CRC052635,Complicated Allocation,Bulk Import 25/01/799,CH\KatieSi,25/01/2019,30/06/2019
782,CRC052645.3,Complicated Allocation,Bulk Import 25/01/800,CH\KatieSi,25/01/2019,30/06/2019
783,CRC052658,Consents with Associated WAPS,Bulk Import 25/01/801,CH\KatieSi,25/01/2019,30/06/2019
784,CRC052731,Complicated Allocation,Bulk Import 25/01/802,CH\KatieSi,25/01/2019,30/06/2019
785,CRC052742,Associated Permits Assumed,Bulk Import 25/01/803,CH\KatieSi,25/01/2019,30/06/2019
786,CRC052748.2,Consents with Associated WAPS,Bulk Import 25/01/804,CH\KatieSi,25/01/2019,30/06/2019
787,CRC052751,Consents with Associated WAPS,Bulk Import 25/01/805,CH\KatieSi,25/01/2019,30/06/2019
788,CRC052889,Associated Permits Confirmed,Bulk Import 25/01/806,CH\KatieSi,25/01/2019,30/06/2019
789,CRC052916,Complicated Allocation,Bulk Import 25/01/807,CH\KatieSi,25/01/2019,30/06/2019
790,CRC052963,Consents with Associated WAPS,Bulk Import 25/01/808,CH\KatieSi,25/01/2019,30/06/2019
791,CRC054110,Complicated Allocation,Bulk Import 25/01/809,CH\KatieSi,25/01/2019,30/06/2019
792,CRC054175,Regionally Significant,Bulk Import 25/01/810,CH\KatieSi,25/01/2019,30/06/2019
793,CRC054206,Consents with Associated WAPS,Bulk Import 25/01/811,CH\KatieSi,25/01/2019,30/06/2019
794,CRC054208,Consents with Associated WAPS,Bulk Import 25/01/812,CH\KatieSi,25/01/2019,30/06/2019
795,CRC054223,Under 5l/s,Bulk Import 25/01/813,CH\KatieSi,25/01/2019,30/06/2019
796,CRC054301.3,Regionally Significant,Bulk Import 25/01/814,CH\KatieSi,25/01/2019,30/06/2019
797,CRC054382.1,Complicated Allocation,Bulk Import 25/01/815,CH\KatieSi,25/01/2019,30/06/2019
798,CRC054397.1,Complicated Allocation,Bulk Import 25/01/816,CH\KatieSi,25/01/2019,30/06/2019
799,CRC054399.1,Associated Permits Assumed,Bulk Import 25/01/817,CH\KatieSi,25/01/2019,30/06/2019
800,CRC054403,Under 5l/s,Bulk Import 25/01/818,CH\KatieSi,25/01/2019,30/06/2019
801,CRC054444,Regionally Significant,Bulk Import 25/01/819,CH\KatieSi,25/01/2019,30/06/2019
802,CRC054610.1,Associated Permits Confirmed,Bulk Import 25/01/820,CH\KatieSi,25/01/2019,30/06/2019
803,CRC054616,Associated Permits Confirmed,Bulk Import 25/01/821,CH\KatieSi,25/01/2019,30/06/2019
804,CRC054619,Under 5l/s,Bulk Import 25/01/822,CH\KatieSi,25/01/2019,30/06/2019
805,CRC054838,Complicated Allocation,Bulk Import 25/01/823,CH\KatieSi,25/01/2019,30/06/2019
806,CRC054849,Regionally Significant,Bulk Import 25/01/824,CH\KatieSi,25/01/2019,30/06/2019
807,CRC054860.1,Associated Permits Confirmed,Bulk Import 25/01/825,CH\KatieSi,25/01/2019,30/06/2019
808,CRC054868.1,Consents with Associated WAPS,Bulk Import 25/01/826,CH\KatieSi,25/01/2019,30/06/2019
809,CRC054879.3,Complicated Allocation,Bulk Import 25/01/827,CH\KatieSi,25/01/2019,30/06/2019
810,CRC054880.3,Complicated Allocation,Bulk Import 25/01/828,CH\KatieSi,25/01/2019,30/06/2019
811,CRC054882.3,Complicated Allocation,Bulk Import 25/01/829,CH\KatieSi,25/01/2019,30/06/2019
812,CRC055009,Under 5l/s,Bulk Import 25/01/830,CH\KatieSi,25/01/2019,30/06/2019
813,CRC060099.2,Regionally Significant,Bulk Import 25/01/831,CH\KatieSi,25/01/2019,30/06/2019
814,CRC060195,Complicated Allocation,Bulk Import 25/01/832,CH\KatieSi,25/01/2019,30/06/2019
815,CRC060283,Under 5l/s,Bulk Import 25/01/833,CH\KatieSi,25/01/2019,30/06/2019
816,CRC060388.3,Complicated Allocation,Bulk Import 25/01/834,CH\KatieSi,25/01/2019,30/06/2019
817,CRC060423,Consents with Associated WAPS,Bulk Import 25/01/835,CH\KatieSi,25/01/2019,30/06/2019
818,CRC060536.2,Regionally Significant,Bulk Import 25/01/836,CH\KatieSi,25/01/2019,30/06/2019
819,CRC060649,Consents with Associated WAPS,Bulk Import 25/01/837,CH\KatieSi,25/01/2019,30/06/2019
820,CRC060738.1,Consents with Associated WAPS,Bulk Import 25/01/838,CH\KatieSi,25/01/2019,30/06/2019
821,CRC060783,Complicated Allocation,Bulk Import 25/01/839,CH\KatieSi,25/01/2019,30/06/2019
822,CRC060841,Complicated Allocation,Bulk Import 25/01/840,CH\KatieSi,25/01/2019,30/06/2019
823,CRC060938,Under 5l/s,Bulk Import 25/01/841,CH\KatieSi,25/01/2019,30/06/2019
824,CRC061009,Consents with Associated WAPS,Bulk Import 25/01/842,CH\KatieSi,25/01/2019,30/06/2019
825,CRC061038.1,Complicated Allocation,Bulk Import 25/01/843,CH\KatieSi,25/01/2019,30/06/2019
826,CRC061101,Under 5l/s,Bulk Import 25/01/844,CH\KatieSi,25/01/2019,30/06/2019
827,CRC061232,Consents with Associated WAPS,Bulk Import 25/01/845,CH\KatieSi,25/01/2019,30/06/2019
828,CRC061261,Complicated Allocation,Bulk Import 25/01/846,CH\KatieSi,25/01/2019,30/06/2019
829,CRC061323.1,Complicated Allocation,Bulk Import 25/01/847,CH\KatieSi,25/01/2019,30/06/2019
830,CRC061345.1,Consents with Associated WAPS,Bulk Import 25/01/848,CH\KatieSi,25/01/2019,30/06/2019
831,CRC061380.2,Associated Permits Assumed,Bulk Import 25/01/849,CH\KatieSi,25/01/2019,30/06/2019
832,CRC061399,Under 5l/s,Bulk Import 25/01/850,CH\KatieSi,25/01/2019,30/06/2019
833,CRC061498.1,Regionally Significant,Bulk Import 25/01/851,CH\KatieSi,25/01/2019,30/06/2019
834,CRC061553,Consents with Associated WAPS,Bulk Import 25/01/852,CH\KatieSi,25/01/2019,30/06/2019
835,CRC061587,Complicated Allocation,Bulk Import 25/01/853,CH\KatieSi,25/01/2019,30/06/2019
836,CRC061735,Complicated Allocation,Bulk Import 25/01/854,CH\KatieSi,25/01/2019,30/06/2019
837,CRC061905,Consents with Associated WAPS,Bulk Import 25/01/855,CH\KatieSi,25/01/2019,30/06/2019
838,CRC061909.1,Consents with Associated WAPS,Bulk Import 25/01/856,CH\KatieSi,25/01/2019,30/06/2019
839,CRC061998,Consents with Associated WAPS,Bulk Import 25/01/857,CH\KatieSi,25/01/2019,30/06/2019
840,CRC062022.1,Complicated Allocation,Bulk Import 25/01/858,CH\KatieSi,25/01/2019,30/06/2019
841,CRC062025.1,Under 5l/s,Bulk Import 25/01/859,CH\KatieSi,25/01/2019,30/06/2019
842,CRC062027,Consents with Associated WAPS,Bulk Import 25/01/860,CH\KatieSi,25/01/2019,30/06/2019
843,CRC062051,Consents with Associated WAPS,Bulk Import 25/01/861,CH\KatieSi,25/01/2019,30/06/2019
844,CRC062071.1,Consents with Associated WAPS,Bulk Import 25/01/862,CH\KatieSi,25/01/2019,30/06/2019
845,CRC062094,Consents with Associated WAPS,Bulk Import 25/01/863,CH\KatieSi,25/01/2019,30/06/2019
846,CRC062213,Complicated Allocation,Bulk Import 25/01/864,CH\KatieSi,25/01/2019,30/06/2019
847,CRC062314.1,Complicated Allocation,Bulk Import 25/01/865,CH\KatieSi,25/01/2019,30/06/2019
848,CRC062320,Complicated Allocation,Bulk Import 25/01/866,CH\KatieSi,25/01/2019,30/06/2019
849,CRC062327,Complicated Allocation,Bulk Import 25/01/867,CH\KatieSi,25/01/2019,30/06/2019
850,CRC062331.1,Complicated Allocation,Bulk Import 25/01/868,CH\KatieSi,25/01/2019,30/06/2019
851,CRC062337,Complicated Allocation,Bulk Import 25/01/869,CH\KatieSi,25/01/2019,30/06/2019
852,CRC062346,Complicated Allocation,Bulk Import 25/01/870,CH\KatieSi,25/01/2019,30/06/2019
853,CRC062354,Complicated Allocation,Bulk Import 25/01/871,CH\KatieSi,25/01/2019,30/06/2019
854,CRC062363.1,Regionally Significant,Bulk Import 25/01/872,CH\KatieSi,25/01/2019,30/06/2019
855,CRC062366,Consents with Associated WAPS,Bulk Import 25/01/873,CH\KatieSi,25/01/2019,30/06/2019
856,CRC062375,Complicated Allocation,Bulk Import 25/01/874,CH\KatieSi,25/01/2019,30/06/2019
857,CRC062398,Complicated Allocation,Bulk Import 25/01/875,CH\KatieSi,25/01/2019,30/06/2019
858,CRC062457,Consents with Associated WAPS,Bulk Import 25/01/876,CH\KatieSi,25/01/2019,30/06/2019
859,CRC062532,Consents with Associated WAPS,Bulk Import 25/01/877,CH\KatieSi,25/01/2019,30/06/2019
860,CRC062685,Complicated Allocation,Bulk Import 25/01/878,CH\KatieSi,25/01/2019,30/06/2019
861,CRC062731,Under 5l/s,Bulk Import 25/01/879,CH\KatieSi,25/01/2019,30/06/2019
862,CRC062825.2,Regionally Significant,Bulk Import 25/01/880,CH\KatieSi,25/01/2019,30/06/2019
863,CRC062827,Consents with Associated WAPS,Bulk Import 25/01/881,CH\KatieSi,25/01/2019,30/06/2019
864,CRC062842,Complicated Allocation,Bulk Import 25/01/882,CH\KatieSi,25/01/2019,30/06/2019
865,CRC062865,Complicated Allocation,Bulk Import 25/01/883,CH\KatieSi,25/01/2019,30/06/2019
866,CRC062867,Complicated Allocation,Bulk Import 25/01/884,CH\KatieSi,25/01/2019,30/06/2019
867,CRC062919,Regionally Significant,Bulk Import 25/01/885,CH\KatieSi,25/01/2019,30/06/2019
868,CRC062953,Associated Permits Confirmed,Bulk Import 25/01/886,CH\KatieSi,25/01/2019,30/06/2019
869,CRC063082,Complicated Allocation,Bulk Import 25/01/887,CH\KatieSi,25/01/2019,30/06/2019
870,CRC063540.1,Regionally Significant,Bulk Import 25/01/888,CH\KatieSi,25/01/2019,30/06/2019
871,CRC063564,Complicated Allocation,Bulk Import 25/01/889,CH\KatieSi,25/01/2019,30/06/2019
872,CRC063612,Consents with Associated WAPS,Bulk Import 25/01/890,CH\KatieSi,25/01/2019,30/06/2019
873,CRC063676.3,Consents with Associated WAPS,Bulk Import 25/01/891,CH\KatieSi,25/01/2019,30/06/2019
874,CRC063696,Consents with Associated WAPS,Bulk Import 25/01/892,CH\KatieSi,25/01/2019,30/06/2019
875,CRC063770.2,Under 5l/s,Bulk Import 25/01/893,CH\KatieSi,25/01/2019,30/06/2019
876,CRC063822,Consents with Associated WAPS,Bulk Import 25/01/894,CH\KatieSi,25/01/2019,30/06/2019
877,CRC063886,Consents with Associated WAPS,Bulk Import 25/01/895,CH\KatieSi,25/01/2019,30/06/2019
878,CRC063981,Regionally Significant,Bulk Import 25/01/896,CH\KatieSi,25/01/2019,30/06/2019
879,CRC064043,Regionally Significant,Bulk Import 25/01/897,CH\KatieSi,25/01/2019,30/06/2019
880,CRC064095,Under 5l/s,Bulk Import 25/01/898,CH\KatieSi,25/01/2019,30/06/2019
881,CRC064112,Complicated Allocation,Bulk Import 25/01/899,CH\KatieSi,25/01/2019,30/06/2019
882,CRC064118,Associated Permits Confirmed,Bulk Import 25/01/900,CH\KatieSi,25/01/2019,30/06/2019
883,CRC064163,Consents with Associated WAPS,Bulk Import 25/01/901,CH\KatieSi,25/01/2019,30/06/2019
884,CRC064232,Complicated Allocation,Bulk Import 25/01/902,CH\KatieSi,25/01/2019,30/06/2019
885,CRC064272.1,Regionally Significant,Bulk Import 25/01/903,CH\KatieSi,25/01/2019,30/06/2019
886,CRC064303,Regionally Significant,Bulk Import 25/01/904,CH\KatieSi,25/01/2019,30/06/2019
887,CRC064396,Consents with Associated WAPS,Bulk Import 25/01/905,CH\KatieSi,25/01/2019,30/06/2019
888,CRC070185,Regionally Significant,Bulk Import 25/01/906,CH\KatieSi,25/01/2019,30/06/2019
889,CRC070240,Regionally Significant,Bulk Import 25/01/907,CH\KatieSi,25/01/2019,30/06/2019
890,CRC070263.1,Regionally Significant,Bulk Import 25/01/908,CH\KatieSi,25/01/2019,30/06/2019
891,CRC070367,Associated Permits Assumed,Bulk Import 25/01/909,CH\KatieSi,25/01/2019,30/06/2019
892,CRC070444,Regionally Significant,Bulk Import 25/01/910,CH\KatieSi,25/01/2019,30/06/2019
893,CRC070475.1,Associated Permits Assumed,Bulk Import 25/01/911,CH\KatieSi,25/01/2019,30/06/2019
894,CRC070580,Under 5l/s,Bulk Import 25/01/912,CH\KatieSi,25/01/2019,30/06/2019
895,CRC070620,Consents with Associated WAPS,Bulk Import 25/01/913,CH\KatieSi,25/01/2019,30/06/2019
896,CRC070738,Consents with Associated WAPS,Bulk Import 25/01/914,CH\KatieSi,25/01/2019,30/06/2019
897,CRC070765.1,Under 5l/s,Bulk Import 25/01/915,CH\KatieSi,25/01/2019,30/06/2019
898,CRC070790,Associated Permits Assumed,Bulk Import 25/01/916,CH\KatieSi,25/01/2019,30/06/2019
899,CRC070820,Consents with Associated WAPS,Bulk Import 25/01/917,CH\KatieSi,25/01/2019,30/06/2019
900,CRC070826,Complicated Allocation,Bulk Import 25/01/918,CH\KatieSi,25/01/2019,30/06/2019
901,CRC070866.1,Associated Permits Confirmed,Bulk Import 25/01/919,CH\KatieSi,25/01/2019,30/06/2019
902,CRC070924.1,Complicated Allocation,Bulk Import 25/01/920,CH\KatieSi,25/01/2019,30/06/2019
903,CRC070965.2,Consents with Associated WAPS,Bulk Import 25/01/921,CH\KatieSi,25/01/2019,30/06/2019
904,CRC070972,Consents with Associated WAPS,Bulk Import 25/01/922,CH\KatieSi,25/01/2019,30/06/2019
905,CRC071059,Consents with Associated WAPS,Bulk Import 25/01/923,CH\KatieSi,25/01/2019,30/06/2019
906,CRC071076,Consents with Associated WAPS,Bulk Import 25/01/924,CH\KatieSi,25/01/2019,30/06/2019
907,CRC071208.1,Under 5l/s,Bulk Import 25/01/925,CH\KatieSi,25/01/2019,30/06/2019
908,CRC071253,Consents with Associated WAPS,Bulk Import 25/01/926,CH\KatieSi,25/01/2019,30/06/2019
909,CRC071267,Consents with Associated WAPS,Bulk Import 25/01/927,CH\KatieSi,25/01/2019,30/06/2019
910,CRC071362,Associated Permits Assumed,Bulk Import 25/01/928,CH\KatieSi,25/01/2019,30/06/2019
911,CRC071433,Consents with Associated WAPS,Bulk Import 25/01/929,CH\KatieSi,25/01/2019,30/06/2019
912,CRC071452,Consents with Associated WAPS,Bulk Import 25/01/930,CH\KatieSi,25/01/2019,30/06/2019
913,CRC071490.1,Consents with Associated WAPS,Bulk Import 25/01/931,CH\KatieSi,25/01/2019,30/06/2019
914,CRC071526,Associated Permits Confirmed,Bulk Import 25/01/932,CH\KatieSi,25/01/2019,30/06/2019
915,CRC071565,Regionally Significant,Bulk Import 25/01/933,CH\KatieSi,25/01/2019,30/06/2019
916,CRC071649,Complicated Allocation,Bulk Import 25/01/934,CH\KatieSi,25/01/2019,30/06/2019
917,CRC071740,Consents with Associated WAPS,Bulk Import 25/01/935,CH\KatieSi,25/01/2019,30/06/2019
918,CRC071751,Consents with Associated WAPS,Bulk Import 25/01/936,CH\KatieSi,25/01/2019,30/06/2019
919,CRC071755,Regionally Significant,Bulk Import 25/01/937,CH\KatieSi,25/01/2019,30/06/2019
920,CRC071817,Consents with Associated WAPS,Bulk Import 25/01/938,CH\KatieSi,25/01/2019,30/06/2019
921,CRC071839,Regionally Significant,Bulk Import 25/01/939,CH\KatieSi,25/01/2019,30/06/2019
922,CRC071877,Regionally Significant,Bulk Import 25/01/940,CH\KatieSi,25/01/2019,30/06/2019
923,CRC071902,Under 5l/s,Bulk Import 25/01/941,CH\KatieSi,25/01/2019,30/06/2019
924,CRC071919,Under 5l/s,Bulk Import 25/01/942,CH\KatieSi,25/01/2019,30/06/2019
925,CRC071922.4,Regionally Significant,Bulk Import 25/01/943,CH\KatieSi,25/01/2019,30/06/2019
926,CRC071956.1,Consents with Associated WAPS,Bulk Import 25/01/944,CH\KatieSi,25/01/2019,30/06/2019
927,CRC071956.2,Consents with Associated WAPS,Bulk Import 25/01/945,CH\KatieSi,25/01/2019,30/06/2019
928,CRC072003,Associated Permits Assumed,Bulk Import 25/01/946,CH\KatieSi,25/01/2019,30/06/2019
929,CRC072031,Regionally Significant,Bulk Import 25/01/947,CH\KatieSi,25/01/2019,30/06/2019
930,CRC072224,Complicated Allocation,Bulk Import 25/01/948,CH\KatieSi,25/01/2019,30/06/2019
931,CRC072273,Consents with Associated WAPS,Bulk Import 25/01/949,CH\KatieSi,25/01/2019,30/06/2019
932,CRC072358.1,Consents with Associated WAPS,Bulk Import 25/01/950,CH\KatieSi,25/01/2019,30/06/2019
933,CRC072368,Associated Permits Assumed,Bulk Import 25/01/951,CH\KatieSi,25/01/2019,30/06/2019
934,CRC072516.1,Consents with Associated WAPS,Bulk Import 25/01/952,CH\KatieSi,25/01/2019,30/06/2019
935,CRC072619.5,Complicated Allocation,Bulk Import 25/01/953,CH\KatieSi,25/01/2019,30/06/2019
936,CRC072637,Under 5l/s,Bulk Import 25/01/954,CH\KatieSi,25/01/2019,30/06/2019
937,CRC072654,Consents with Associated WAPS,Bulk Import 25/01/955,CH\KatieSi,25/01/2019,30/06/2019
938,CRC072710.1,Under 5l/s,Bulk Import 25/01/956,CH\KatieSi,25/01/2019,30/06/2019
939,CRC072712,Under 5l/s,Bulk Import 25/01/957,CH\KatieSi,25/01/2019,30/06/2019
940,CRC073033,Associated Permits Assumed,Bulk Import 25/01/958,CH\KatieSi,25/01/2019,30/06/2019
941,CRC073061,Regionally Significant,Bulk Import 25/01/959,CH\KatieSi,25/01/2019,30/06/2019
942,CRC073096,Associated Permits Assumed,Bulk Import 25/01/960,CH\KatieSi,25/01/2019,30/06/2019
943,CRC073237,Consents with Associated WAPS,Bulk Import 25/01/961,CH\KatieSi,25/01/2019,30/06/2019
944,CRC073249.2,Complicated Allocation,Bulk Import 25/01/962,CH\KatieSi,25/01/2019,30/06/2019
945,CRC073337,Regionally Significant,Bulk Import 25/01/963,CH\KatieSi,25/01/2019,30/06/2019
946,CRC073546,Associated Permits Confirmed,Bulk Import 25/01/964,CH\KatieSi,25/01/2019,30/06/2019
947,CRC073556.1,Consents with Associated WAPS,Bulk Import 25/01/965,CH\KatieSi,25/01/2019,30/06/2019
948,CRC073607,Associated Permits Assumed,Bulk Import 25/01/966,CH\KatieSi,25/01/2019,30/06/2019
949,CRC073671,Consents with Associated WAPS,Bulk Import 25/01/967,CH\KatieSi,25/01/2019,30/06/2019
950,CRC073675,Under 5l/s,Bulk Import 25/01/968,CH\KatieSi,25/01/2019,30/06/2019
951,CRC073785.2,Consents with Associated WAPS,Bulk Import 25/01/969,CH\KatieSi,25/01/2019,30/06/2019
952,CRC073787,Regionally Significant,Bulk Import 25/01/970,CH\KatieSi,25/01/2019,30/06/2019
953,CRC073805,Associated Permits Confirmed,Bulk Import 25/01/971,CH\KatieSi,25/01/2019,30/06/2019
954,CRC073807,Regionally Significant,Bulk Import 25/01/972,CH\KatieSi,25/01/2019,30/06/2019
955,CRC073867.1,Regionally Significant,Bulk Import 25/01/973,CH\KatieSi,25/01/2019,30/06/2019
956,CRC073953,Associated Permits Assumed,Bulk Import 25/01/974,CH\KatieSi,25/01/2019,30/06/2019
957,CRC073956,Under 5l/s,Bulk Import 25/01/975,CH\KatieSi,25/01/2019,30/06/2019
958,CRC073970,Regionally Significant,Bulk Import 25/01/976,CH\KatieSi,25/01/2019,30/06/2019
959,CRC074014.1,Consents with Associated WAPS,Bulk Import 25/01/977,CH\KatieSi,25/01/2019,30/06/2019
960,CRC074057,Regionally Significant,Bulk Import 25/01/978,CH\KatieSi,25/01/2019,30/06/2019
961,CRC074058.1,Associated Permits Confirmed,Bulk Import 25/01/979,CH\KatieSi,25/01/2019,30/06/2019
962,CRC074115.1,Regionally Significant,Bulk Import 25/01/980,CH\KatieSi,25/01/2019,30/06/2019
963,CRC074131,Consents with Associated WAPS,Bulk Import 25/01/981,CH\KatieSi,25/01/2019,30/06/2019
964,CRC074198.1,Associated Permits Assumed,Bulk Import 25/01/982,CH\KatieSi,25/01/2019,30/06/2019
965,CRC080014,Consents with Associated WAPS,Bulk Import 25/01/983,CH\KatieSi,25/01/2019,30/06/2019
966,CRC080038.1,Consents with Associated WAPS,Bulk Import 25/01/984,CH\KatieSi,25/01/2019,30/06/2019
967,CRC080125,Consents with Associated WAPS,Bulk Import 25/01/985,CH\KatieSi,25/01/2019,30/06/2019
968,CRC080183.1,Associated Permits Assumed,Bulk Import 25/01/986,CH\KatieSi,25/01/2019,30/06/2019
969,CRC080267.2,Regionally Significant,Bulk Import 25/01/987,CH\KatieSi,25/01/2019,30/06/2019
970,CRC080283,Consents with Associated WAPS,Bulk Import 25/01/988,CH\KatieSi,25/01/2019,30/06/2019
971,CRC080353,Consents with Associated WAPS,Bulk Import 25/01/989,CH\KatieSi,25/01/2019,30/06/2019
972,CRC080373.1,Regionally Significant,Bulk Import 25/01/990,CH\KatieSi,25/01/2019,30/06/2019
973,CRC080456,Consents with Associated WAPS,Bulk Import 25/01/991,CH\KatieSi,25/01/2019,30/06/2019
974,CRC080497,Under 5l/s,Bulk Import 25/01/992,CH\KatieSi,25/01/2019,30/06/2019
975,CRC080522,Associated Permits Assumed,Bulk Import 25/01/993,CH\KatieSi,25/01/2019,30/06/2019
976,CRC080535.2,Consents with Associated WAPS,Bulk Import 25/01/994,CH\KatieSi,25/01/2019,30/06/2019
977,CRC080655.1,Consents with Associated WAPS,Bulk Import 25/01/995,CH\KatieSi,25/01/2019,30/06/2019
978,CRC080760.2,Consents with Associated WAPS,Bulk Import 25/01/996,CH\KatieSi,25/01/2019,30/06/2019
979,CRC080847,Associated Permits Assumed,Bulk Import 25/01/997,CH\KatieSi,25/01/2019,30/06/2019
980,CRC080926,Associated Permits Assumed,Bulk Import 25/01/998,CH\KatieSi,25/01/2019,30/06/2019
981,CRC080955,Consents with Associated WAPS,Bulk Import 25/01/999,CH\KatieSi,25/01/2019,30/06/2019
982,CRC080982,Regionally Significant,Bulk Import 25/01/1000,CH\KatieSi,25/01/2019,30/06/2019
983,CRC080986.1,Associated Permits Assumed,Bulk Import 25/01/1001,CH\KatieSi,25/01/2019,30/06/2019
984,CRC081121,Consents with Associated WAPS,Bulk Import 25/01/1002,CH\KatieSi,25/01/2019,30/06/2019
985,CRC081123.1,Consents with Associated WAPS,Bulk Import 25/01/1003,CH\KatieSi,25/01/2019,30/06/2019
986,CRC081224,Complicated Allocation,Bulk Import 25/01/1004,CH\KatieSi,25/01/2019,30/06/2019
987,CRC081320,Regionally Significant,Bulk Import 25/01/1005,CH\KatieSi,25/01/2019,30/06/2019
988,CRC081323,Consents with Associated WAPS,Bulk Import 25/01/1006,CH\KatieSi,25/01/2019,30/06/2019
989,CRC081339,Associated Permits Assumed,Bulk Import 25/01/1007,CH\KatieSi,25/01/2019,30/06/2019
990,CRC081419,Under 5l/s,Bulk Import 25/01/1008,CH\KatieSi,25/01/2019,30/06/2019
991,CRC081575,Associated Permits Assumed,Bulk Import 25/01/1009,CH\KatieSi,25/01/2019,30/06/2019
992,CRC081841.1,Consents with Associated WAPS,Bulk Import 25/01/1010,CH\KatieSi,25/01/2019,30/06/2019
993,CRC081880,Regionally Significant,Bulk Import 25/01/1011,CH\KatieSi,25/01/2019,30/06/2019
994,CRC081917,Associated Permits Confirmed,Bulk Import 25/01/1012,CH\KatieSi,25/01/2019,30/06/2019
